order_id,date_id,customer_id,product_id,fulfillment_id,promotion_id,status_id,courier_status_id,quantity,amount,currency,B2B,fulfilled-by
405-3463974-3328352,6,331,2254,1,362,2,2,1,259.0,INR,False,Easy Ship
406-6177942-6290732,6,931,2803,1,345,2,2,1,399.0,INR,False,Easy Ship
404-1866191-2809926,6,1367,2038,1,358,2,2,1,699.0,INR,False,Easy Ship
408-5088766-3526748,6,3485,796,1,353,2,2,1,579.0,INR,False,Easy Ship
171-9482248-2366764,6,2374,628,1,360,2,2,1,459.0,INR,False,Easy Ship
171-3459522-1641166,6,1247,224,1,408,2,2,1,399.0,INR,False,Easy Ship
407-3502291-1779552,6,1142,857,1,345,2,2,1,654.0,INR,False,Easy Ship
171-2290945-1270753,6,3488,822,1,411,2,2,1,399.0,INR,False,Easy Ship
405-7018024-4711519,6,3489,223,1,355,2,2,1,725.0,INR,False,Easy Ship
403-2668229-8343557,6,3490,788,1,361,2,2,1,495.0,INR,False,Easy Ship
171-5966400-3624323,6,42,488,1,349,2,2,1,518.0,INR,False,Easy Ship
407-8236759-6684302,6,925,2804,1,341,2,2,1,357.0,INR,False,Easy Ship
404-0292457-5096362,6,1200,2460,1,1,1,1,0,521.9,INR,False,Easy Ship
404-0292457-5096362,6,1200,2805,1,1,1,1,0,701.9,INR,False,Easy Ship
403-6878074-2410724,6,3494,811,1,1,1,1,0,313.34,INR,False,Easy Ship
408-2733139-8827540,6,445,279,1,346,2,2,1,0.0,INR,False,Easy Ship
402-1797063-3221158,6,573,1838,1,373,2,2,1,487.0,INR,False,Easy Ship
403-6368685-2705117,6,1080,2678,1,347,2,2,1,801.0,INR,False,Easy Ship
171-7777080-3534769,6,838,230,1,345,4,2,1,363.0,INR,False,Easy Ship
402-1080708-4059569,6,3496,2806,1,397,2,2,1,419.0,INR,False,Easy Ship
403-3977835-7477961,6,2690,629,1,345,4,2,1,665.0,INR,False,Easy Ship
404-1263854-9116302,6,630,2807,1,399,2,2,1,443.0,INR,False,Easy Ship
402-8451052-4801946,6,931,694,1,345,2,2,1,1126.0,INR,False,Easy Ship
403-2508233-5382705,6,1763,1184,1,345,2,2,1,1163.0,INR,False,Easy Ship
404-2766241-3342729,6,1156,833,1,349,2,2,1,540.0,INR,False,Easy Ship
407-6443249-6738736,6,2864,2808,1,347,2,2,1,725.0,INR,False,Easy Ship
407-6443249-6738736,6,2864,223,1,347,2,2,1,725.0,INR,False,Easy Ship
408-9401250-1287515,6,3497,623,1,355,4,2,1,1099.0,INR,False,Easy Ship
402-2101328-2707506,6,798,22,1,345,2,2,1,626.0,INR,False,Easy Ship
405-0355714-3637126,6,3498,182,1,365,2,2,1,744.0,INR,False,Easy Ship
408-0980231-8189931,6,3499,266,1,362,2,2,1,744.0,INR,False,Easy Ship
402-5178769-8651536,6,3500,1391,1,389,2,2,1,568.0,INR,False,Easy Ship
406-3421894-3244314,6,3501,475,1,354,2,2,1,801.0,INR,False,Easy Ship
408-1071321-3357916,6,183,213,1,346,2,2,1,0.0,INR,False,Easy Ship
405-6950525-4658710,6,2549,1374,1,1,1,1,0,420.96,INR,False,Easy Ship
405-5080240-0317153,6,2555,1068,1,356,2,2,1,474.0,INR,False,Easy Ship
406-4012915-1442711,6,461,2436,1,361,2,2,1,459.0,INR,False,Easy Ship
407-9662321-4944347,6,3507,294,1,358,2,2,1,459.0,INR,False,Easy Ship
403-4702041-2458738,6,9,581,1,412,2,2,1,458.0,INR,False,Easy Ship
406-6558390-4810761,6,3508,447,1,355,2,2,1,599.0,INR,False,Easy Ship
404-5191365-4395551,6,530,287,1,355,2,2,1,759.0,INR,False,Easy Ship
402-2424238-0677132,6,1541,1872,1,367,2,2,1,487.0,INR,False,Easy Ship
171-6280068-2591508,6,2527,2812,1,343,2,2,1,376.0,INR,False,Easy Ship
402-6285212-2457105,6,776,195,1,345,2,2,1,654.0,INR,False,Easy Ship
402-9246203-6530756,6,3511,788,1,1,1,1,0,471.43,INR,False,Easy Ship
408-1709180-2585943,6,1539,503,1,369,2,2,1,476.0,INR,False,Easy Ship
408-1709180-2585943,6,1539,2217,1,369,2,2,1,455.0,INR,False,Easy Ship
408-1709180-2585943,6,1539,1030,1,369,2,2,1,477.0,INR,False,Easy Ship
408-1709180-2585943,6,1539,2813,1,369,2,2,1,477.0,INR,False,Easy Ship
408-2751634-7276321,6,3512,2814,1,345,2,2,1,631.0,INR,False,Easy Ship
403-0773075-7806743,6,7,561,1,345,2,2,1,540.0,INR,False,Easy Ship
403-1799806-8563541,6,3513,52,1,365,2,2,1,654.0,INR,False,Easy Ship
408-6917473-8736309,6,1097,1184,1,346,2,2,1,0.0,INR,False,Easy Ship
404-1404700-0045125,6,916,2716,1,381,2,2,1,459.0,INR,False,Easy Ship
408-7088640-6249966,6,916,90,1,354,2,2,1,825.0,INR,False,Easy Ship
402-8669098-6133126,6,986,172,1,381,2,2,1,597.0,INR,False,Easy Ship
402-5261908-8841155,6,3518,1709,1,413,2,2,1,477.0,INR,False,Easy Ship
403-7212509-1069120,6,1470,2815,1,414,2,2,1,852.0,INR,True,Easy Ship
406-3161960-8459532,6,184,1406,1,366,2,2,1,1115.0,INR,False,Easy Ship
171-2160804-9094765,6,1103,146,1,355,2,2,1,1126.0,INR,False,Easy Ship
171-6407177-8453103,6,1538,172,1,345,2,2,1,597.0,INR,False,Easy Ship
408-6204321-3609130,6,3521,519,1,369,2,2,1,1126.0,INR,False,Easy Ship
404-3236213-6087544,6,3522,2816,1,358,2,2,1,654.0,INR,False,Easy Ship
404-3236213-6087544,6,3522,107,1,358,2,2,1,597.0,INR,False,Easy Ship
404-8565775-0446753,6,3523,86,1,345,2,2,1,744.0,INR,False,Easy Ship
404-8565775-0446753,6,3523,2817,1,345,2,2,1,299.0,INR,False,Easy Ship
404-8565775-0446753,6,3523,2818,1,345,2,2,1,259.0,INR,False,Easy Ship
405-5792820-2903509,6,443,123,1,1,1,1,0,551.43,INR,False,Easy Ship
403-8494406-6326735,6,1192,1637,1,355,2,2,1,939.0,INR,False,Easy Ship
404-5391720-3420341,6,3522,1425,1,1,1,1,0,662.86,INR,False,Easy Ship
402-7976703-5162734,6,262,2820,1,356,2,2,1,291.0,INR,False,Easy Ship
406-0030945-1513902,6,3524,2490,1,397,2,2,1,591.0,INR,False,Easy Ship
171-6520991-0225153,6,218,37,1,345,2,2,1,666.0,INR,False,Easy Ship
404-3779381-7608369,6,3525,366,1,349,2,2,1,1033.0,INR,True,Easy Ship
403-8705524-1071507,6,3528,487,1,345,4,2,1,625.0,INR,False,Easy Ship
407-9230154-1549143,6,3531,1260,1,415,4,2,1,475.0,INR,False,Easy Ship
404-0073661-9643533,6,2893,394,1,416,2,2,1,1186.0,INR,False,Easy Ship
404-4724851-5241947,6,3522,1425,1,1,1,1,0,662.86,INR,False,Easy Ship
404-4724851-5241947,6,3522,107,1,1,1,1,0,568.57,INR,False,Easy Ship
403-0231936-7544329,6,3070,1376,1,1,1,1,0,734.29,INR,False,Easy Ship
171-4141902-2426715,6,3535,172,1,417,2,2,1,597.0,INR,False,Easy Ship
406-7938583-1543552,6,945,437,1,355,2,2,1,1126.0,INR,False,Easy Ship
408-6849479-7224320,6,3536,2823,1,345,2,2,1,814.0,INR,False,Easy Ship
406-3821971-2229938,6,2386,1222,1,354,2,2,1,692.0,INR,False,Easy Ship
402-4965971-0081923,6,152,288,1,370,2,2,1,791.0,INR,False,Easy Ship
402-0886780-8425125,6,245,1122,1,345,2,2,1,487.0,INR,False,Easy Ship
404-6840653-8065916,6,3539,236,1,1,1,1,0,536.2,INR,False,Easy Ship
408-5828660-2110753,6,3542,189,1,345,2,2,1,1115.0,INR,False,Easy Ship
405-2164949-8744365,6,1138,448,1,389,2,2,1,680.0,INR,False,Easy Ship
171-0963445-1524364,6,3531,2827,1,354,2,2,1,799.0,INR,False,Easy Ship
405-9838789-9825942,6,714,1607,1,1,1,1,0,358.1,INR,False,Easy Ship
407-6562161-8597124,6,1851,796,1,418,4,2,1,579.0,INR,False,Easy Ship
402-9658444-5491556,6,214,117,1,345,2,2,1,597.0,INR,False,Easy Ship
407-2877329-6734714,6,3546,287,1,345,2,2,1,759.0,INR,False,Easy Ship
406-8908347-4657923,6,584,1376,1,355,2,2,1,771.0,INR,False,Easy Ship
404-2972138-6190750,6,3547,37,1,345,2,2,1,666.0,INR,False,Easy Ship
404-4362828-8982718,6,3548,2828,1,369,2,2,1,1213.0,INR,False,Easy Ship
404-3200652-9490706,6,3549,201,1,381,2,2,1,463.0,INR,False,Easy Ship
403-4100927-7660304,6,3550,669,1,1,1,1,0,652.38,INR,False,Easy Ship
171-9964637-6685124,6,3551,2829,1,360,2,2,1,547.0,INR,False,Easy Ship
403-8072145-4442718,6,3552,117,1,345,2,2,1,597.0,INR,False,Easy Ship
402-2057125-3048306,6,599,2830,1,401,2,2,1,999.0,INR,False,Easy Ship
402-2057125-3048306,6,599,792,1,401,2,2,1,736.0,INR,False,Easy Ship
402-2057125-3048306,6,599,119,1,401,2,2,1,635.0,INR,False,Easy Ship
406-2826845-3077906,6,551,103,1,345,2,2,1,599.0,INR,False,Easy Ship
402-4825297-7553116,6,3077,416,1,345,2,2,1,1338.0,INR,False,Easy Ship
171-3737944-2832367,6,3557,601,1,419,2,2,1,475.0,INR,False,Easy Ship
402-4880420-7225956,6,1113,1395,1,355,2,2,1,459.0,INR,False,Easy Ship
403-9810342-5657918,6,299,17,1,361,2,2,1,329.0,INR,False,Easy Ship
406-7712280-8627563,6,2412,2688,1,173,2,2,1,499.0,INR,False,Easy Ship
171-5877230-2843507,6,3559,739,1,420,2,2,1,499.0,INR,False,Easy Ship
408-3428789-5956327,6,3560,2395,1,346,2,2,1,0.0,INR,False,Easy Ship
406-4870267-9674762,6,1879,1788,1,421,2,2,1,751.0,INR,True,Easy Ship
405-1606503-5089900,6,3562,2749,1,362,2,2,1,399.0,INR,False,Easy Ship
408-3064845-6540308,6,155,296,1,358,2,2,1,696.0,INR,False,Easy Ship
408-6003462-9636342,6,2836,2832,1,346,2,2,1,0.0,INR,False,Easy Ship
403-4849367-8893964,6,299,1399,1,361,2,2,1,353.0,INR,False,Easy Ship
407-0832067-9047535,6,3565,2547,1,389,2,2,1,751.0,INR,False,Easy Ship
406-9682176-6002714,6,1170,1582,1,365,2,2,1,459.0,INR,False,Easy Ship
171-0700906-2360355,6,3271,787,1,422,2,2,1,824.0,INR,False,Easy Ship
404-0824115-7209103,6,1168,513,1,423,2,2,1,363.0,INR,False,Easy Ship
405-4633739-0529165,6,2117,414,1,333,4,2,1,499.0,INR,False,Easy Ship
406-1574197-4433952,6,3568,189,1,345,2,2,1,1115.0,INR,False,Easy Ship
402-6567408-9381935,6,1152,714,1,424,2,2,1,654.0,INR,False,Easy Ship
406-4919504-1843531,6,3571,2835,1,1,1,1,0,657.14,INR,False,Easy Ship
403-5652631-9324302,6,3572,693,1,345,2,2,1,654.0,INR,False,Easy Ship
404-4654948-0887526,6,3573,1333,1,389,2,2,1,459.0,INR,False,Easy Ship
405-8547421-1017900,6,1168,2837,1,425,2,2,1,399.0,INR,False,Easy Ship
407-3692421-1174704,6,3576,2830,1,369,2,2,1,999.0,INR,False,Easy Ship
406-7911885-9585157,6,2103,2838,1,361,2,2,1,295.0,INR,False,Easy Ship
407-7077614-3173143,6,3578,2839,1,345,2,2,1,518.0,INR,False,Easy Ship
404-9734995-9404332,6,3579,1074,1,345,2,2,1,899.0,INR,False,Easy Ship
402-5809129-3732323,6,3580,296,1,354,2,2,1,696.0,INR,False,Easy Ship
406-5902457-9561934,6,2696,57,1,355,2,2,1,597.0,INR,False,Easy Ship
404-7547046-1236327,6,1051,63,1,1,1,1,0,811.43,INR,False,Easy Ship
406-4681325-4450749,6,229,1223,1,405,2,2,1,474.0,INR,False,Easy Ship
407-3081973-1148319,6,3582,2424,1,349,4,2,1,888.0,INR,False,Easy Ship
405-3944773-6991526,6,85,775,1,364,2,2,1,458.0,INR,False,Easy Ship
405-3944773-6991526,6,85,581,1,364,2,2,1,458.0,INR,False,Easy Ship
407-8243365-1686749,6,3586,464,1,361,2,2,1,363.0,INR,False,Easy Ship
408-9282609-4137963,6,3587,693,1,346,2,2,1,0.0,INR,False,Easy Ship
408-7935735-0225157,6,21,2842,1,1,1,1,0,296.19,INR,False,Easy Ship
404-8776088-1230747,6,908,2437,1,426,2,2,1,1238.0,INR,False,Easy Ship
403-6247903-7756334,6,3588,2524,1,345,2,2,1,599.0,INR,False,Easy Ship
403-6247903-7756334,6,3588,650,1,345,2,2,1,613.0,INR,False,Easy Ship
407-7165656-1943500,6,3589,301,1,369,2,2,1,399.0,INR,False,Easy Ship
408-6427912-8009169,6,3590,301,1,343,2,2,1,399.0,INR,False,Easy Ship
407-6939909-2997111,6,3591,1187,1,345,2,2,1,342.0,INR,False,Easy Ship
408-3471100-5374729,6,3593,431,1,345,2,2,1,1338.0,INR,False,Easy Ship
408-5355474-9229911,6,3595,2844,1,345,2,2,1,599.0,INR,False,Easy Ship
171-6636368-1270718,6,863,1248,1,1,1,1,0,540.95,INR,False,Easy Ship
405-4869962-1050709,6,407,2742,1,365,2,2,1,833.0,INR,False,Easy Ship
405-7624845-8486734,6,3596,1488,1,381,2,2,1,1338.0,INR,False,Easy Ship
407-1434329-7337124,6,413,2847,1,345,2,2,1,560.0,INR,False,Easy Ship
403-7681005-6950737,6,3598,2803,1,390,2,2,1,399.0,INR,False,Easy Ship
403-3901180-8553935,6,3599,125,1,348,2,2,1,597.0,INR,False,Easy Ship
171-5540118-9364312,6,2244,572,1,1,1,1,0,621.9,INR,False,Easy Ship
408-6699260-7563553,6,1204,2414,1,365,2,2,1,699.0,INR,False,Easy Ship
402-6851645-6310759,6,3097,2108,1,401,2,2,1,636.0,INR,False,Easy Ship
408-6887239-8065912,6,1143,2851,1,346,2,2,1,0.0,INR,False,Easy Ship
405-0204974-3479527,6,3605,2749,1,427,2,2,1,399.0,INR,False,Easy Ship
408-4207594-3364352,6,1152,2421,1,369,2,2,1,259.0,INR,False,Easy Ship
171-1073407-8516367,6,1234,1800,1,401,2,2,1,487.0,INR,False,Easy Ship
402-7642631-2105169,6,245,2852,1,364,2,2,1,399.0,INR,False,Easy Ship
406-3367222-8352319,6,1187,112,1,1,1,1,0,768.57,INR,False,Easy Ship
403-5425892-7065951,6,3606,2853,1,345,2,2,1,563.0,INR,False,Easy Ship
403-5592294-7457155,6,745,2212,1,1,1,1,0,842.86,INR,False,Easy Ship
403-7640402-0245114,6,81,2701,1,362,4,2,1,1133.0,INR,False,Easy Ship
171-4154784-5582732,6,2166,288,1,369,2,2,1,791.0,INR,False,Easy Ship
402-3684345-4918768,6,3609,2503,1,345,2,2,1,631.0,INR,False,Easy Ship
171-5985255-9462767,6,59,388,1,428,2,2,1,599.0,INR,False,Easy Ship
408-0370878-6620366,6,827,448,1,389,2,2,1,680.0,INR,False,Easy Ship
407-7344427-8213967,6,3610,418,1,390,2,2,1,666.0,INR,False,Easy Ship
406-4790115-4720337,6,3612,95,1,369,2,2,1,696.0,INR,False,Easy Ship
171-8877388-8089114,6,3611,395,1,1,1,1,0,560.0,INR,False,Easy Ship
407-7883818-9645938,6,2063,1634,1,345,2,2,1,574.0,INR,False,Easy Ship
407-7883818-9645938,6,2063,1899,1,345,2,2,1,518.0,INR,False,Easy Ship
403-8568982-6681117,6,3613,266,1,347,2,2,1,744.0,INR,False,Easy Ship
405-1360788-1610717,6,251,2858,1,390,2,2,1,339.0,INR,False,Easy Ship
405-1625685-8666739,6,1299,296,1,349,2,2,1,696.0,INR,False,Easy Ship
171-1353431-0071515,6,3615,460,1,349,2,2,1,696.0,INR,False,Easy Ship
404-7091101-5665918,6,1752,2860,1,345,2,2,1,1133.0,INR,False,Easy Ship
404-7091101-5665918,6,1752,1961,1,345,2,2,1,1149.0,INR,False,Easy Ship
407-3684775-7317943,6,437,26,1,360,2,2,1,582.0,INR,False,Easy Ship
408-8489201-4816338,6,1505,231,1,1,1,1,0,600.95,INR,False,Easy Ship
171-9992196-9702717,6,3619,50,1,389,2,2,1,399.0,INR,False,Easy Ship
408-5403479-0476324,6,507,296,1,390,2,2,1,696.0,INR,False,Easy Ship
403-8680645-1872330,6,2726,699,1,361,4,2,1,459.0,INR,False,Easy Ship
404-7939297-0925116,6,338,1183,1,1,1,1,0,492.38,INR,False,Easy Ship
171-6317869-6150750,6,3288,189,1,1,1,1,0,995.54,INR,False,Easy Ship
404-7068746-2289967,6,238,1785,1,355,2,2,1,1299.0,INR,False,Easy Ship
405-2128944-2588339,6,3626,180,1,362,4,2,1,654.0,INR,False,Easy Ship
171-9423437-6005132,6,3628,479,1,373,2,2,1,540.0,INR,False,Easy Ship
407-1244690-3241957,6,3,866,1,389,2,2,1,916.0,INR,False,Easy Ship
403-8849437-1553107,6,3629,52,1,345,2,2,1,654.0,INR,False,Easy Ship
405-7359830-4266711,6,2821,2865,1,1,1,1,0,686.67,INR,False,Easy Ship
407-8646471-3642729,6,1200,861,1,365,2,2,1,399.0,INR,False,Easy Ship
408-0214151-7822709,6,179,224,1,429,2,2,1,399.0,INR,False,Easy Ship
403-5620476-3565150,6,3632,895,1,369,2,2,1,568.0,INR,False,Easy Ship
407-2332177-4209953,6,354,363,1,349,2,2,1,1033.0,INR,False,Easy Ship
406-0923410-1351540,6,307,14,1,345,2,2,1,657.0,INR,False,Easy Ship
408-6180579-8277920,6,321,2217,1,389,2,2,1,455.0,INR,False,Easy Ship
404-0841707-1490766,6,3639,8,1,1,1,1,0,380.0,INR,False,Easy Ship
402-0480500-5925132,6,2139,271,1,345,2,2,1,399.0,INR,False,Easy Ship
403-0908954-9141116,6,3230,2802,1,1,1,1,0,302.86,INR,False,Easy Ship
406-5520532-3980317,6,3640,2814,1,373,2,2,1,631.0,INR,True,Easy Ship
403-0230914-3169140,6,2937,294,1,361,2,2,1,459.0,INR,False,Easy Ship
171-3406601-1541105,6,1854,928,1,365,2,2,1,680.0,INR,False,Easy Ship
171-3406601-1541105,6,1854,2869,1,365,2,2,1,521.0,INR,False,Easy Ship
171-3406601-1541105,6,1854,2870,1,365,2,2,1,635.0,INR,False,Easy Ship
403-9453223-0501135,6,992,909,1,365,2,2,1,563.0,INR,False,Easy Ship
406-9300509-3510727,6,3642,110,1,401,2,2,1,1186.0,INR,False,Easy Ship
171-5670013-9425149,6,196,414,1,430,2,2,1,499.0,INR,False,Easy Ship
171-5670013-9425149,6,196,487,1,430,2,2,1,625.0,INR,False,Easy Ship
407-6303756-2797967,6,365,698,1,354,2,2,1,599.0,INR,False,Easy Ship
408-9609778-9623556,6,411,1638,1,365,2,2,1,684.0,INR,False,Easy Ship
403-6698197-8593163,6,3230,2802,1,360,2,2,1,318.0,INR,False,Easy Ship
403-3443012-4137114,6,1229,49,1,1,1,1,0,408.57,INR,False,Easy Ship
406-4002334-0825925,6,1065,967,1,345,4,2,1,825.0,INR,False,Easy Ship
407-6279591-6527530,6,3645,675,1,358,2,2,1,459.0,INR,False,Easy Ship
171-7112955-2580344,6,3288,189,1,1,1,1,0,995.54,INR,False,Easy Ship
406-2190760-2713162,6,18,125,1,373,2,2,1,597.0,INR,False,Easy Ship
405-8800140-0748324,6,20,49,1,364,2,2,1,429.0,INR,False,Easy Ship
407-9144184-6670714,6,644,102,1,365,2,2,1,399.0,INR,False,Easy Ship
404-0059007-6308348,6,1593,2876,1,365,2,2,1,432.0,INR,False,Easy Ship
404-0059007-6308348,6,1593,1278,1,365,2,2,1,432.0,INR,False,Easy Ship
171-1824018-2217967,6,52,2877,1,345,2,2,1,631.0,INR,False,Easy Ship
171-1824018-2217967,6,52,1623,1,345,2,2,1,631.0,INR,False,Easy Ship
406-0926197-3897102,6,196,359,1,389,2,2,1,807.0,INR,False,Easy Ship
406-0593982-0178745,6,1295,889,1,345,2,2,1,807.0,INR,False,Easy Ship
402-1917618-3530730,6,174,2870,1,362,2,2,1,635.0,INR,False,Easy Ship
405-0732184-2164305,6,1470,1941,1,431,2,2,1,376.0,INR,False,Easy Ship
402-3559206-8465936,6,2367,408,1,362,2,2,1,909.0,INR,False,Easy Ship
407-7942329-7922707,6,3058,2879,1,345,4,2,1,1099.0,INR,False,Easy Ship
407-9733261-2801930,6,679,2880,1,1,1,1,0,543.81,INR,False,Easy Ship
407-1961371-6669959,6,266,2444,1,354,2,2,1,560.0,INR,False,Easy Ship
403-8806925-8150763,6,3654,953,1,345,2,2,1,545.0,INR,False,Easy Ship
405-4558030-5371531,6,845,1374,1,365,2,2,1,442.0,INR,False,Easy Ship
407-7674980-1775539,6,206,64,1,345,2,2,1,824.0,INR,False,Easy Ship
406-2130502-6046710,6,2298,822,1,1,1,1,0,380.0,INR,False,Easy Ship
406-9731051-6469122,6,350,2882,1,365,2,2,1,1140.0,INR,False,Easy Ship
403-5572553-3469150,6,147,2883,1,389,2,2,1,636.0,INR,False,Easy Ship
408-2996204-6661124,6,3655,1960,1,346,2,2,1,0.0,INR,False,Easy Ship
171-4408114-8550755,6,3656,2830,1,355,2,2,1,999.0,INR,False,Easy Ship
406-3695122-5349942,6,530,128,1,1,1,1,0,420.95,INR,False,Easy Ship
404-1893831-8361151,6,1778,2884,1,1,1,1,0,475.24,INR,False,Easy Ship
405-7959534-9465908,6,748,1096,1,432,2,2,1,885.0,INR,False,Easy Ship
408-7713657-7625910,6,877,8,1,356,2,2,1,399.0,INR,False,Easy Ship
404-0272723-1317179,6,3659,2888,1,345,2,2,1,751.0,INR,False,Easy Ship
404-0272723-1317179,6,3659,2889,1,345,2,2,1,1033.0,INR,False,Easy Ship
408-1435812-5989908,6,1550,2890,1,1,1,1,0,358.1,INR,False,Easy Ship
404-2429738-4157141,6,1170,739,1,353,2,2,1,499.0,INR,False,Easy Ship
404-2429738-4157141,6,1170,1147,1,353,2,2,1,499.0,INR,False,Easy Ship
408-7738642-6533114,6,3662,1295,1,433,2,2,1,517.0,INR,True,Easy Ship
405-5345559-6974716,6,302,1624,1,385,2,2,1,499.0,INR,False,Easy Ship
403-3494997-7405950,6,4,2895,1,345,4,2,1,316.0,INR,False,Easy Ship
403-3494997-7405950,6,4,152,1,345,4,2,1,353.0,INR,False,Easy Ship
404-5759885-8488329,6,143,2898,1,434,2,2,1,474.0,INR,False,Easy Ship
404-7819200-8992319,6,794,365,1,381,2,2,1,487.0,INR,False,Easy Ship
171-4921076-4694723,6,430,2901,1,369,2,2,1,571.0,INR,False,Easy Ship
402-5870508-5894745,6,2210,727,1,404,2,2,1,429.0,INR,False,Easy Ship
171-9809966-0502707,6,585,119,1,365,2,2,1,635.0,INR,False,Easy Ship
404-5217051-7145926,6,1289,24,1,366,2,2,1,563.0,INR,False,Easy Ship
403-2496653-2277158,6,365,102,1,1,1,1,0,380.0,INR,False,Easy Ship
403-6209585-0560364,6,173,359,1,381,2,2,1,807.0,INR,False,Easy Ship
403-6209585-0560364,6,173,2865,1,381,2,2,1,721.0,INR,False,Easy Ship
406-1716742-8087501,6,3665,312,1,1,1,1,0,535.24,INR,False,Easy Ship
403-5894351-3727562,6,173,485,1,399,2,2,1,376.0,INR,False,Easy Ship
402-4755255-2502745,6,2970,1535,1,345,2,2,1,939.0,INR,False,Easy Ship
402-4059116-2355536,6,64,656,1,369,2,2,1,648.0,INR,False,Easy Ship
407-7062293-3085907,6,3670,1727,1,389,2,2,1,363.0,INR,False,Easy Ship
171-5950434-0269145,6,3671,2905,1,381,2,2,1,631.0,INR,False,Easy Ship
405-4151747-5373161,6,856,2749,1,345,2,2,1,399.0,INR,False,Easy Ship
405-4151747-5373161,6,856,2906,1,345,2,2,1,459.0,INR,False,Easy Ship
406-8614309-2024361,6,860,2907,1,356,2,2,1,487.0,INR,True,Easy Ship
405-4443150-8374718,6,977,1308,1,1,1,1,0,1278.57,INR,False,Easy Ship
408-3663983-9296356,6,3672,1072,1,354,2,2,1,845.0,INR,False,Easy Ship
405-0393721-1615527,6,3673,750,1,383,4,2,1,692.0,INR,False,Easy Ship
403-2889959-9597146,6,526,336,1,1,1,1,0,452.38,INR,False,Easy Ship
408-4995684-9443540,6,3675,1165,1,346,2,2,1,0.0,INR,False,Easy Ship
407-3149778-0010728,6,3349,52,1,355,2,2,1,654.0,INR,False,Easy Ship
406-6145584-1157928,6,3398,2910,1,361,2,2,1,442.0,INR,False,Easy Ship
405-0600245-8340336,6,2283,2911,1,389,2,2,1,1149.0,INR,False,Easy Ship
408-5924851-6737908,6,3678,227,1,345,2,2,1,1099.0,INR,False,Easy Ship
404-5205439-9835502,7,3679,2912,1,1,1,1,0,832.38,INR,False,Easy Ship
403-0818300-9678769,7,350,1489,1,355,2,2,1,1204.0,INR,False,Easy Ship
405-4961622-5480313,7,3681,1329,1,345,2,2,1,696.0,INR,False,Easy Ship
402-1943307-3511557,7,3682,1825,1,389,2,2,1,680.0,INR,False,Easy Ship
402-1943307-3511557,7,3682,387,1,389,2,2,1,362.0,INR,False,Easy Ship
402-1943307-3511557,7,3682,2915,1,389,2,2,1,487.0,INR,False,Easy Ship
405-1760377-7501149,7,2220,1279,1,345,2,2,1,1173.0,INR,False,Easy Ship
406-8380866-9403558,7,36,2916,1,345,2,2,1,1149.0,INR,False,Easy Ship
171-0053450-9281940,7,596,2918,1,369,2,2,1,1281.0,INR,False,Easy Ship
171-6419318-6144348,7,1542,2591,1,1,1,1,0,647.62,INR,False,Easy Ship
404-9499129-5089165,7,1083,2920,1,399,2,2,1,329.0,INR,False,Easy Ship
402-2754563-6701119,7,2996,739,1,435,2,2,1,499.0,INR,False,Easy Ship
408-3312445-5889904,7,726,2921,1,358,2,2,1,473.0,INR,False,Easy Ship
405-1753166-1614730,7,413,993,1,390,2,2,1,458.0,INR,False,Easy Ship
171-8149277-4597151,7,285,1444,1,436,2,2,1,859.0,INR,False,Easy Ship
408-9734906-9482717,7,3688,554,1,412,2,2,1,680.0,INR,False,Easy Ship
402-0292228-2437952,7,526,2495,1,345,2,2,1,665.0,INR,False,Easy Ship
405-8990711-8199513,7,62,2436,1,364,2,2,1,459.0,INR,False,Easy Ship
405-5200048-5553143,7,708,2139,1,1,1,1,0,280.95,INR,False,Easy Ship
403-5886127-2760359,7,3693,1335,1,365,2,2,1,1033.0,INR,False,Easy Ship
404-0709030-9413957,7,3694,2925,1,362,2,2,1,291.0,INR,False,Easy Ship
404-5247350-2397159,7,3695,2926,1,345,2,2,1,521.0,INR,False,Easy Ship
171-0787649-4226721,7,250,2927,1,354,2,2,1,1126.0,INR,False,Easy Ship
408-7049645-9292336,7,3696,1295,1,365,2,2,1,517.0,INR,False,Easy Ship
171-8645204-9022709,7,572,57,1,1,1,1,0,568.57,INR,False,Easy Ship
406-3343980-7677130,7,1598,149,1,364,2,2,1,721.0,INR,False,Easy Ship
406-0686013-4220368,7,938,2766,1,365,2,2,1,666.0,INR,False,Easy Ship
406-1733004-8870764,7,3697,417,1,369,2,2,1,517.0,INR,False,Easy Ship
406-4698040-1551569,7,3698,2638,1,366,2,2,1,560.0,INR,False,Easy Ship
171-0656554-1558764,7,572,57,1,1,1,1,0,568.57,INR,False,Easy Ship
406-8744365-6742764,7,808,2929,1,401,2,2,1,680.0,INR,False,Easy Ship
171-2996437-0019527,7,2659,686,1,345,4,2,1,517.0,INR,False,Easy Ship
403-9301925-5963510,7,3700,172,1,1,1,1,0,568.57,INR,False,Easy Ship
408-9562885-2114737,7,1790,105,1,362,2,2,1,518.0,INR,False,Easy Ship
171-0254959-2551525,7,3705,1394,1,365,2,2,1,399.0,INR,False,Easy Ship
408-6984890-8197102,7,1111,2930,1,355,2,2,1,852.0,INR,False,Easy Ship
402-8957220-5368316,7,147,1744,1,344,2,2,1,968.0,INR,False,Easy Ship
407-9465016-3301114,7,1844,1427,1,437,2,2,1,399.0,INR,False,Easy Ship
