customer_id,ship-city,ship-state,ship-postal-code,ship-country
1953,AKOLA,MAHARASHTRA,444001.0,IN
1954,SUNDARGARH,ODISHA,770001.0,IN
1955,GHAZIABAD,UTTAR PRADESH,201011.0,IN
1956,VADODARA,Gujarat,390011.0,IN
1957,TALLAPUDI,ANDHRA PRADESH,534340.0,IN
1958,MOKOKCHUNG,NAGALAND,798601.0,IN
1959,MUMBAI -400064,MAHARASHTRA,400064.0,IN
1960,Manjeri,KERALA,676122.0,IN
1961,HYDERABAD,TELANGANA,500091.0,IN
1962,BERHAMPUR,ODISHA,760006.0,IN
1963,TONK,RAJASTHAN,304001.0,IN
1964,ahmedabad,Gujarat,380013.0,IN
1965,Bangalore,KARNATAKA,560100.0,IN
1966,NASHIK,MAHARASHTRA,422006.0,IN
1967,SULLURU,ANDHRA PRADESH,524121.0,IN
1968,GORAKHPUR,UTTAR PRADESH,273016.0,IN
1969,Pune,MAHARASHTRA,411027.0,IN
1970,CHIDAMBARAM,TAMIL NADU,608602.0,IN
1971,BINA,MADHYA PRADESH,470113.0,IN
1972,Faridabad,HARYANA,121003.0,IN
1973,JAMSHEDPUR,JHARKHAND,832401.0,IN
1974,CHENNAI,TAMIL NADU,600107.0,IN
1975,HYDERABAD,TELANGANA,500045.0,IN
1976,MANGALURU,KARNATAKA,575025.0,IN
1977,AROOR,KERALA,688537.0,IN
1978,VIJAYAWADA,ANDHRA PRADESH,520004.0,IN
1979,VISAKHAPATNAM,ANDHRA PRADESH,530002.0,IN
1980,KANPUR,UTTAR PRADESH,208011.0,IN
1981,CHENNAI,TAMIL NADU,600090.0,IN
1982,TIRUTTANI,TAMIL NADU,631209.0,IN
1983,RISHIKESH,UTTARAKHAND,249204.0,IN
1984,SANGAREDDY,TELANGANA,502001.0,IN
1985,Coimbatore,TAMIL NADU,641025.0,IN
1986,HINDALCO INDUSTRIES LTD,UTTAR PRADESH,231217.0,IN
1987,VAPI,Gujarat,396195.0,IN
1988,SAHARANPUR,UTTAR PRADESH,247001.0,IN
1989,Delhi,DELHI,110092.0,IN
1990,LUCKNOW,UTTAR PRADESH,227105.0,IN
1991,BANGALORE,KARNATAKA,560085.0,IN
1992,MANNARKAD,KERALA,678582.0,IN
1993,Pune,MAHARASHTRA,411020.0,IN
1994,Bettiyah,BIHAR,845438.0,IN
1995,KOLKATA,WEST BENGAL,700029.0,IN
1996,PIMPRI CHINCHWAD,MAHARASHTRA,411018.0,IN
1997,Lathi,Gujarat,365435.0,IN
1998,Sikar,RAJASTHAN,332030.0,IN
1999,SHERGHATI,BIHAR,824211.0,IN
2000,Jaipur,RAJASTHAN,302016.0,IN
2001,SULYA,KARNATAKA,574239.0,IN
2002,New Delhi,DELHI,110007.0,IN
2003,Khargone,MADHYA PRADESH,451442.0,IN
2004,CURCHOREM,GOA,403706.0,IN
2005,Karur,TAMIL NADU,639002.0,IN
2006,OOTY,TAMIL NADU,643206.0,IN
2007,SAHARSA,BIHAR,852201.0,IN
2008,BENGALURU,KARNATAKA,560053.0,IN
2009,LUCKNOW,UTTAR PRADESH,226005.0,IN
2010,IROOPARA,KERALA,695584.0,IN
2011,"Avinashi, Tirupur",TAMIL NADU,641654.0,IN
2012,Port blair,ANDAMAN & NICOBAR ,744103.0,IN
2013,SITAMARHI,BIHAR,847302.0,IN
2014,Vasai(west),MAHARASHTRA,401202.0,IN
2015,MAYILADUTHURAI,TAMIL NADU,609003.0,IN
2016,NEYYATTINKARA,KERALA,695121.0,IN
2017,MUMBAI,MAHARASHTRA,400058.0,IN
2018,KANGRA,HIMACHAL PRADESH,176060.0,IN
2019,THODUPUZHA,KERALA,686670.0,IN
2020,dehradun,UTTARAKHAND,248001.0,IN
2021,KANDUKUR,ANDHRA PRADESH,523105.0,IN
2022,JAUNPUR,UTTAR PRADESH,222002.0,IN
2023,ALLAHABAD,UTTAR PRADESH,211003.0,IN
2024,Derlakkatte,KARNATAKA,575018.0,IN
2025,THARAMANGALAM,TAMIL NADU,636502.0,IN
2026,Mathura,UTTAR PRADESH,281123.0,IN
2027,BANTVAL,KARNATAKA,574279.0,IN
2028,CHITTAURGARH,RAJASTHAN,312602.0,IN
2029,Anand,Gujarat,380001.0,IN
2030,KOLKATA,WEST BENGAL,700061.0,IN
2031,UJJAIN,MADHYA PRADESH,456010.0,IN
2032,DHANBAD,JHARKHAND,828130.0,IN
2033,MEDAK,TELANGANA,500090.0,IN
2034,BASMATH,MAHARASHTRA,431512.0,IN
2035,IMPHAL East,MANIPUR,795114.0,IN
2036,AMBUR,TAMIL NADU,635802.0,IN
2037,BHOPAL,MADHYA PRADESH,462023.0,IN
2038,"Vandipettai, Kurukupuram, Rasipuram, Namakkal",TAMIL NADU,637401.0,IN
2039,Navi Mumbai,MAHARASHTRA,400614.0,IN
2040,LUCKNOW,UTTAR PRADESH,226021.0,IN
2041,GURGAON,HARYANA,122011.0,IN
2042,VALSAD,Gujarat,396001.0,IN
2043,Barrackpore,WEST BENGAL,700120.0,IN
2044,SANGAMNER,MAHARASHTRA,422605.0,IN
2045,PETLAD,Gujarat,388450.0,IN
2046,Krishna District,ANDHRA PRADESH,521325.0,IN
2047,MANDVI SURAT DISTRICT,Gujarat,394160.0,IN
2048,Tumkur district,KARNATAKA,572138.0,IN
2049,NEW DELHI,DELHI,110035.0,IN
2050,Jagatdal,WEST BENGAL,743124.0,IN
2051,HOWRAH,WEST BENGAL,711106.0,IN
2052,THANE,MAHARASHTRA,400606.0,IN
2053,MUMBAI,MAHARASHTRA,400054.0,IN
2054,KALABURGI,KARNATAKA,585222.0,IN
2055,"Kotra Road ,Raigarh",CHHATTISGARH,496001.0,IN
2056,CHENGANNUR,KERALA,689520.0,IN
2057,Danapur,Bihar,801503.0,IN
2058,Balaghat,MADHYA PRADESH,481556.0,IN
2059,Chennai,TAMIL NADU,602024.0,IN
2060,BERI,HARYANA,124201.0,IN
2061,MAPUSA,GOA,403510.0,IN
2062,Bangalore,KARNATAKA,560090.0,IN
2063,GANGTOK,SIKKIM,737101.0,IN
2064,GREATER NOIDA,UTTAR PRADESH,203207.0,IN
2065,KALAMNURI,MAHARASHTRA,431702.0,IN
2066,PEDAPARUPUDI,ANDHRA PRADESH,521148.0,IN
2067,MANGALURU,KARNATAKA,575030.0,IN
2068,RAYACHOTI,ANDHRA PRADESH,516269.0,IN
2069,GUDUVANCHERY,TAMIL NADU,603202.0,IN
2070,KOLLAM,KERALA,691001.0,IN
2071,ICHALKARANJI,MAHARASHTRA,416121.0,IN
2072,SOUTH ANDAMAN,ANDAMAN & NICOBAR ,744101.0,IN
2073,"Sabbavaram,Visakhapatnam",ANDHRA PRADESH,531035.0,IN
2074,Veraval,Gujarat,362265.0,IN
2075,BENGALURU,KARNATAKA,560026.0,IN
2076,NEW DELHI,DELHI,110001.0,IN
2077,KARNAL,HARYANA,136044.0,IN
2078,GHAZIABAD,UTTAR PRADESH,201003.0,IN
2079,Lucknow,UTTAR PRADESH,226017.0,IN
2080,GUNTUR,ANDHRA PRADESH,522002.0,IN
2081,KRISHNAPUR HUGLI DISTRICT,WEST BENGAL,712708.0,IN
2082,GHAZIABAD,UTTAR PRADESH,201013.0,IN
2083,KOLLEGAL,KARNATAKA,571440.0,IN
2084,Kalachowki Mumbai,MAHARASHTRA,400033.0,IN
2085,SULTANPUR,UTTAR PRADESH,228118.0,IN
2086,SURAT,Gujarat,394107.0,IN
2087,CURTORIM,GOA,403709.0,IN
2088,GUWAHATI,ASSAM,781021.0,IN
2089,P.O.CHIRAKKAL,KERALA,670011.0,IN
2090,MUMBAI,MAHARASHTRA,400033.0,IN
2091,GHAZIPUR,UTTAR PRADESH,232325.0,IN
2092,RAJAM,ANDHRA PRADESH,532127.0,IN
2093,AMBIKAPUR,CHHATTISGARH,497001.0,IN
2094,JHANSI,UTTAR PRADESH,284001.0,IN
2095,Sant kabirnagar.,UTTAR PRADESH,272125.0,IN
2096,TIRUCHIRAPPALLI,TAMIL NADU,620004.0,IN
2097,SAHARSA,BIHAR,852107.0,IN
2098,Gurugram,HARYANA,122003.0,IN
2099,BangaLore,KARNATAKA,560032.0,IN
2100,BAHJOI,UTTAR PRADESH,244410.0,IN
2101,KOLKATA,WEST BENGAL,700071.0,IN
2102,P.N.PATTI,TAMIL NADU,636402.0,IN
2103,GUWAHATI,ASSAM,781005.0,IN
2104,KOZHIKODE,KERALA,673010.0,IN
2105,CHENNAI,TAMIL NADU,600064.0,IN
2106,CHANDRAPUR,MAHARASHTRA,442401.0,IN
2107,Dombivli-East,MAHARASHTRA,421204.0,IN
2108,KANPUR,UTTAR PRADESH,208012.0,IN
2109,THIRUVANANTHAPURAM,KERALA,695035.0,IN
2110,RAJGARH DHAR DISTRICT,MADHYA PRADESH,454116.0,IN
2111,KOLKATA,WEST BENGAL,700104.0,IN
2112,Ambikapur,CHHATTISGARH,497001.0,IN
2113,BALLY,WEST BENGAL,711201.0,IN
2114,Pune,MAHARASHTRA,411046.0,IN
2115,LUCKNOW,UTTAR PRADESH,226202.0,IN
2116,Mandi,HIMACHAL PRADESH,175012.0,IN
2117,KOLKATA,WEST BENGAL,700027.0,IN
2118,KANJIKODE INDUSTRIAL AREA,KERALA,678622.0,IN
2119,chennai,TAMIL NADU,600053.0,IN
2120,NAKREKAL,TELANGANA,508211.0,IN
2121,SAGAR,KARNATAKA,577401.0,IN
2122,Kandivali (W),MAHARASHTRA,400067.0,IN
2123,MUMBAI 400023,MAHARASHTRA,400023.0,IN
2124,NEW DELHIhbjo,DELHI,110019.0,IN
2125,BAHADURGARH,HARYANA,124507.0,IN
2126,BENGALURU,KARNATAKA,560034.0,IN
2127,KOCHI,KERALA,682011.0,IN
2128,MANDI DABWALI,HARYANA,125104.0,IN
2129,CHENNAI,TAMIL NADU,600066.0,IN
2130,Pune,MAHARASHTRA,411057.0,IN
2131,PEDDAPURAM,ANDHRA PRADESH,533437.0,IN
2132,NADIM TIRUVURU,ANDHRA PRADESH,521235.0,IN
2133,ANANTAPUR,ANDHRA PRADESH,515005.0,IN
2134,gorakhpur,UTTAR PRADESH,273001.0,IN
2135,CHITTOOR,ANDHRA PRADESH,517102.0,IN
2136,Panaji,Goa,403002.0,IN
2137,AZAMGARH,UTTAR PRADESH,276001.0,IN
2138,BHILAI,CHHATTISGARH,490023.0,IN
2139,CHENNAI,TAMIL NADU,600053.0,IN
2140,Bengaluru,KARNATAKA,560064.0,IN
2141,KONDHWA KHURD 48 .PUNE  411048,MAHARASHTRA,411048.0,IN
2142,FCI TOWNSHIP,ODISHA,759116.0,IN
2143,RAJPURA,PUNJAB,140401.0,IN
2144,VASCO DA GAMA,GOA,403726.0,IN
2145,DAVANAGERE,KARNATAKA,577005.0,IN
2146,VIJAPURA,KARNATAKA,586101.0,IN
2147,THOUBAL,MANIPUR,795138.0,IN
2148,BIDAR,KARNATAKA,585402.0,IN
2149,JAMMU,JAMMU & KASHMIR,180004.0,IN
2150,ALLAHABAD,UTTAR PRADESH,211006.0,IN
2151,VISAKHAPATNAM,ANDHRA PRADESH,530001.0,IN
2152,Azamgarh,UTTAR PRADESH,226001.0,IN
2153,"Post office-harrawala, DEHRADUN",UTTARAKHAND,248160.0,IN
2154,Okkal,KERALA,683550.0,IN
2155,PIPIGANJ,UTTAR PRADESH,273165.0,IN
2156,SIRSI,KARNATAKA,581403.0,IN
2157,ROURKELA,ODISHA,769008.0,IN
2158,KARAD,MAHARASHTRA,415539.0,IN
2159,Rajouri Garden,DELHI,110027.0,IN
2160,MARGAO,GOA,403602.0,IN
2161,CHENNAI,TAMIL NADU,603210.0,IN
2162,PATNA,BIHAR,801505.0,IN
2163,COIMBATORE,TAMIL NADU,641022.0,IN
2164,VISAKHAPATNAM,ANDHRA PRADESH,530022.0,IN
2165,MUMBAI-400064,MAHARASHTRA,400064.0,IN
2166,HYDERABAD,TELANGANA,500082.0,IN
2167,MUMBAI,MAHARASHTRA,400061.0,IN
2168,SURAT,Gujarat,395006.0,IN
2169,BHOPAL,MADHYA PRADESH,462041.0,IN
2170,NAMBIYUR,TAMIL NADU,638458.0,IN
2171,JAMNAGAR,Gujarat,361010.0,IN
2172,Ambala Cantt,HARYANA,133001.0,IN
2173,Pratapgarh,UTTAR PRADESH,230402.0,IN
2174,Mumbai,MAHARASHTRA,400011.0,IN
2175,TARIKERE,KARNATAKA,577228.0,IN
2176,CUDDALORE,TAMIL NADU,608002.0,IN
2177,Trivandrum,KERALA,695002.0,IN
2178,T KALLUPATTI,TAMIL NADU,625702.0,IN
2179,HANSI,HARYANA,125033.0,IN
2180,RAIPUR,CHHATTISGARH,492013.0,IN
2181,Chennai,TAMIL NADU,600072.0,IN
2182,BANGALORE,KARNATAKA,560098.0,IN
2183,Kochi,KERALA,682013.0,IN
2184,CHICALIM,GOA,403710.0,IN
2185,DHRANGADHRA,Gujarat,363310.0,IN
2186,BENGALURU,KARNATAKA,560081.0,IN
2187,BHUBANESWAR,ODISHA,752100.0,IN
2188,KANKE,JHARKHAND,834006.0,IN
2189,Singarayakonda,ANDHRA PRADESH,523101.0,IN
2190,ATTILLI,ANDHRA PRADESH,534134.0,IN
2191,SELAQUI,UTTARAKHAND,248011.0,IN
2192,BHUBANESWAR,ODISHA,751016.0,IN
2193,RAJKOT,Gujarat,360005.0,IN
2194,PUNE,MAHARASHTRA,411021.0,IN
2195,NELLORE,ANDHRA PRADESH,524366.0,IN
2196,Faridabad,HARYANA,121001.0,IN
2197,KUNNAMKULAM,KERALA,680503.0,IN
2198,JALANDHAR Cant,PUNJAB,144005.0,IN
2199,PUNALUR,KERALA,691305.0,IN
2200,NASHIK,MAHARASHTRA,422207.0,IN
2201,THANE,MAHARASHTRA,400706.0,IN
2202,MUMBAI,MAHARASHTRA,400011.0,IN
2203,Pune,MAHARASHTRA,411028.0,IN
2204,MALAVALLI,KARNATAKA,571430.0,IN
2205,JALESWAR,ODISHA,756032.0,IN
2206,KOLKATA,WEST BENGAL,700108.0,IN
2207,Nadia,WEST BENGAL,741313.0,IN
2208,MEENACHIL,KERALA,686585.0,IN
2209,Vyara,Gujarat,394650.0,IN
2210,PALACOLE,ANDHRA PRADESH,534260.0,IN
2211,BARRACKPORE,WEST BENGAL,700123.0,IN
2212,vijaypur koulpur,JAMMU & KASHMIR,184120.0,IN
2213,Bankura,WEST BENGAL,722202.0,IN
2214,GANGUVARPATTI,TAMIL NADU,625203.0,IN
2215,SHORANUR,KERALA,679121.0,IN
2216,POTTORE,KERALA,680581.0,IN
2217,NORTH GOA,GOA,403006.0,IN
2218,BARGARH,ODISHA,768028.0,IN
2219,PIMPRI CHINCHWAD,MAHARASHTRA,411034.0,IN
2220,NEW DELHI,DELHI,110010.0,IN
2221,NEW DELHI,DELHI,110005.0,IN
2222,MYSURU,KARNATAKA,570009.0,IN
2223,KUNNATHUNAD,KERALA,683565.0,IN
2224,KOLKATA,WEST BENGAL,700091.0,IN
2225,Thiruverkadu,TAMIL NADU,600077.0,IN
2226,JHAJJAR,HARYANA,124103.0,IN
2227,SIRSI,KARNATAKA,581401.0,IN
2228,CHENNAI,TAMIL NADU,600029.0,IN
2229,MUMBAI,MAHARASHTRA,400043.0,IN
2230,Unnao,UTTAR PRADESH,209801.0,IN
2231,AMRAVATI,MAHARASHTRA,444601.0,IN
2232,NAGPUR,MAHARASHTRA,440023.0,IN
2233,MUMBAI,MAHARASHTRA,400005.0,IN
2234,KANPUR,UTTAR PRADESH,208025.0,IN
2235,New Delhi,DELHI,110025.0,IN
2236,Hyderabad,TELANGANA,500053.0,IN
2237,MUNGER,BIHAR,811201.0,IN
2238,BERHAMPUR,ODISHA,760001.0,IN
2239,ERODE,TAMIL NADU,638505.0,IN
2240,SURAT,Gujarat,395013.0,IN
2241,ANAND,Gujarat,388355.0,IN
2242,Adilabad,TELANGANA,504001.0,IN
2243,THIRUVANANTHAPURAM,KERALA,695025.0,IN
2244,DOMBIVLI,MAHARASHTRA,421204.0,IN
2245,GANDHINAGAR,Gujarat,382424.0,IN
2246,COIMBATORE,TAMIL NADU,641011.0,IN
2247,Loni,MAHARASHTRA,413736.0,IN
2248,MANDI,HIMACHAL PRADESH,175025.0,IN
2249,"Curtorim,South Goa",GOA,403709.0,IN
2250,HYDERABAD,TELANGANA,500002.0,IN
2251,VARANASI,UTTAR PRADESH,221001.0,IN
2252,KOLKATA,WEST BENGAL,700065.0,IN
2253,"Kalyan - West, THANE",MAHARASHTRA,421301.0,IN
2254,PUDUCHERRY,PUDUCHERRY,605003.0,IN
2255,HIREKERUR,KARNATAKA,581111.0,IN
2256,Hargaon,UTTAR PRADESH,261121.0,IN
2257,Qadian,PUNJAB,143516.0,IN
2258,LAKHIMPUR,UTTAR PRADESH,262701.0,IN
2259,INDORE,MADHYA PRADESH,453555.0,IN
2260,SIOLIM,GOA,403517.0,IN
2261,HYDERABAD,TELANGANA,500014.0,IN
2262,Cochin,KERALA,682037.0,IN
2263,JOWAI,MEGHALAYA,793150.0,IN
2264,KANDAGHAT,HIMACHAL PRADESH,173234.0,IN
2265,BENGALURU,KARNATAKA,560013.0,IN
2266,PRANTIJ,Gujarat,383205.0,IN
2267,SURAT,Gujarat,394518.0,IN
2268,jaipur,RAJASTHAN,302015.0,IN
2269,Thrissur,KERALA,680651.0,IN
2270,BALLABGARH,HARYANA,121004.0,IN
2271,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603202.0,IN
2272,RAMTEK,MAHARASHTRA,441106.0,IN
2273,TENKASI,TAMIL NADU,627814.0,IN
2274,SITAPUR,UTTAR PRADESH,261001.0,IN
2275,PHAGWARA,PUNJAB,144401.0,IN
2276,Tiruttani,TAMIL NADU,631209.0,IN
2277,SHILLONG,MEGHALAYA,793001.0,IN
2278,Virar,MAHARASHTRA,401305.0,IN
2279,Salem,TAMIL NADU,636308.0,IN
2280,ASANSOL,WEST BENGAL,713304.0,IN
2281,DHARMAVARAM,ANDHRA PRADESH,515671.0,IN
2282,KARIYANGALA,KARNATAKA,574219.0,IN
2283,CHENNAI,TAMIL NADU,600037.0,IN
2284,CHENNAI,TAMIL NADU,600021.0,IN
2285,hyderabad,TELANGANA,500095.0,IN
2286,VELLORE,TAMIL NADU,632007.0,IN
2287,HYDERABAD,TELANGANA,500027.0,IN
2288,Pune,MAHARASHTRA,411011.0,IN
2289,VISAKHAPATNAM,ANDHRA PRADESH,530020.0,IN
2290,East Vipparru,ANDHRA PRADESH,534328.0,IN
2291,Pune,MAHARASHTRA,412115.0,IN
2292,KALYAN,MAHARASHTRA,421202.0,IN
2293,BARHANI BAZAR,UTTAR PRADESH,272201.0,IN
2294,CHEVVOOR,KERALA,680563.0,IN
2295,CHENNAI,TAMIL NADU,600007.0,IN
2296,UDGIR,MAHARASHTRA,413517.0,IN
2297,Bhadrak,ODISHA,756115.0,IN
2298,Hyderabad,TELANGANA,500081.0,IN
2299,ETAWAH,UTTAR PRADESH,206001.0,IN
2300,NAWADA,BIHAR,805110.0,IN
2301,MUMBAI,MAHARASHTRA,400003.0,IN
2302,RAYMOND CHHINDWARA,MADHYA PRADESH,480108.0,IN
2303,NASHIK,MAHARASHTRA,422010.0,IN
2304,BEHRAMPUR,PUNJAB,143532.0,IN
2305,TANAKPUR,UTTARAKHAND,262309.0,IN
2306,NEW DELHI,DELHI,110087.0,IN
2307,CUTTACK,ODISHA,753007.0,IN
2308,Kannur,KERALA,670003.0,IN
2309,JAIPUR,RAJASTHAN,302013.0,IN
2310,KARAIKKUDI,TAMIL NADU,630006.0,IN
2311,ROURKELA,ODISHA,769004.0,IN
2312,AHMEDABAD,Gujarat,380006.0,IN
2313,Navi Mumbai,MAHARASHTRA,400708.0,IN
2314,BHARUCH,Gujarat,392001.0,IN
2315,ERODE,TAMIL NADU,638009.0,IN
2316,VERNA,GOA,403722.0,IN
2317,BEYPORE,KERALA,673028.0,IN
2318,COIMBATORE,TAMIL NADU,641015.0,IN
2319,KOLLAM,KERALA,691534.0,IN
2320,salem,TAMIL NADU,636004.0,IN
2321,"NUVEM.   ( Do not Ring the door bell, call b4 comg",GOA,403604.0,IN
2322,CHAKRADHARPUR,JHARKHAND,833102.0,IN
2323,UJJAIN,MADHYA PRADESH,456001.0,IN
2324,pathankot,PUNJAB,145001.0,IN
2325,DARYAPUR BANOSA,MAHARASHTRA,444803.0,IN
2326,NANDYAL,ANDHRA PRADESH,518501.0,IN
2327,MANWATH,MAHARASHTRA,431505.0,IN
2328,PALWAL,HARYANA,121102.0,IN
2329,Shamlaji,Gujarat,385535.0,IN
2330,NANDURBAR,MAHARASHTRA,425412.0,IN
2331,ALWAR,RAJASTHAN,301001.0,IN
2332,Kochi,KERALA,682030.0,IN
2333,BUTTAYAGUDEM,ANDHRA PRADESH,534448.0,IN
2334,Lucknow,UTTAR PRADESH,226020.0,IN
2335,OACHIRA,KERALA,690525.0,IN
2336,PALAKKAD,KERALA,680585.0,IN
2337,panaji,GOA,403002.0,IN
2338,RAMPUR,UTTAR PRADESH,244901.0,IN
2339,NEW DELHI,DELHI,110026.0,IN
2340,BICHOLIM,GOA,403504.0,IN
2341,JAJAPUR,ODISHA,755001.0,IN
2342,BAWAL,HARYANA,123401.0,IN
2343,CHENNAI,TAMIL NADU,600034.0,IN
2344,BENGALURU,KARNATAKA,560109.0,IN
2345,Chennai,TAMIL NADU,600083.0,IN
2346,KOYRA,WEST BENGAL,743294.0,IN
2347,THALASSERY,KERALA,670101.0,IN
2348,Koothattukulam,KERALA,686662.0,IN
2349,Reis magos,GOA,403114.0,IN
2350,Chennai,TAMIL NADU,600116.0,IN
2351,GUWAHATI,ASSAM,781034.0,IN
2352,HOSAPETE,KARNATAKA,583201.0,IN
2353,PUNE,MAHARASHTRA,411009.0,IN
2354,BHUBANESWAR,ODISHA,751019.0,IN
2355,MUMBAI,MAHARASHTRA,400079.0,IN
2356,Satna,MADHYA PRADESH,485005.0,IN
2357,kompally,TELANGANA,501401.0,IN
2358,Bangalore,KARNATAKA,560093.0,IN
2359,NEW DELHI,DELHI,110048.0,IN
2360,Pandakasala chirayinkizh,KERALA,695304.0,IN
2361,AYYAMPETTAI THANJAVUR DISTRICT,TAMIL NADU,614201.0,IN
2362,VISAKHAPATNAM,ANDHRA PRADESH,530040.0,IN
2363,BANKI MONGRA,CHHATTISGARH,495447.0,IN
2364,Secunderabad,TELANGANA,500056.0,IN
2365,JODHPUR,RAJASTHAN,342008.0,IN
2366,JAIPUR,RAJASTHAN,302026.0,IN
2367,TENKASI,TAMIL NADU,627811.0,IN
2368,Chennai,TAMIL NADU,600064.0,IN
2369,NEW RAIPUR,CHHATTISGARH,492101.0,IN
2370,SANGUEM,GOA,403410.0,IN
2371,"ANDHERI EAST, MUMBAI",MAHARASHTRA,400069.0,IN
2372,Kolkata,WEST BENGAL,700107.0,IN
2373,Jaipur,RAJASTHAN,302029.0,IN
2374,BHADRAVATI,KARNATAKA,577301.0,IN
2375,Kollam,KERALA,691001.0,IN
2376,Bangalore,KARNATAKA,560001.0,IN
2377,Chennai,TAMIL NADU,600100.0,IN
2378,ANANTPUR,MAHARASHTRA,423702.0,IN
2379,KANJIRAPPALLY,KERALA,686506.0,IN
2380,Kunnamkulam,KERALA,680544.0,IN
2381,Chennai,TAMIL NADU,600125.0,IN
2382,CHERTHALA,KERALA,688539.0,IN
2383,Kakkabe,KARNATAKA,571212.0,IN
2384,NADIAD,Gujarat,387002.0,IN
2385,Cochin,KERALA,682306.0,IN
2386,MUMBAI,MAHARASHTRA,400099.0,IN
2387,ELURU,ANDHRA PRADESH,534007.0,IN
2388,MUMBAI 400057,MAHARASHTRA,400057.0,IN
2389,AIZAWL,MIZORAM,796012.0,IN
2390,KOTA,RAJASTHAN,324001.0,IN
2391,PALI,CHHATTISGARH,495449.0,IN
2392,Mumbai,MAHARASHTRA,400020.0,IN
2393,KOLKATA,WEST BENGAL,700153.0,IN
2394,Kalyani,WEST BENGAL,741235.0,IN
2395,BANGALORE,KARNATAKA,560073.0,IN
2396,JAIPUR,RAJASTHAN,302015.0,IN
2397,THRISSUR,KERALA,680001.0,IN
2398,GAURELA,CHHATTISGARH,495117.0,IN
2399,NAHAN,HIMACHAL PRADESH,173001.0,IN
2400,KARKAL,KARNATAKA,576112.0,IN
2401,Hyderabad,TELANGANA,500045.0,IN
2402,RAMPUR,MADHYA PRADESH,486775.0,IN
2403,New Delhi,DELHI,110059.0,IN
2404,Rajarhat,WEST BENGAL,700136.0,IN
2405,panvel,MAHARASHTRA,410206.0,IN
2406,Amritsar,punjab,143001.0,IN
2407,Chiplun,MAHARASHTRA,415605.0,IN
2408,VASAI VIRAR,MAHARASHTRA,401203.0,IN
2409,PADRA,Gujarat,391445.0,IN
2410,Lonavla,MAHARASHTRA,989898.0,IN
2411,HUBBALLI,KARNATAKA,580031.0,IN
2412,THIRUVANANTHAPURAM,KERALA,695014.0,IN
2413,NEW DELHI,DELHI,110057.0,IN
2414,DELHI,DELHI,110034.0,IN
2415,Secunderabad,TELANGANA,500026.0,IN
2416,KOTTAYAM,KERALA,686018.0,IN
2417,BHIWANDI,MAHARASHTRA,421302.0,IN
2418,PIMPRI CHINCHWAD,MAHARASHTRA,411061.0,IN
2419,PALAMPUR,HIMACHAL PRADESH,176061.0,IN
2420,MALAPPURAM,KERALA,673641.0,IN
2421,CHENNAI,TAMIL NADU,600014.0,IN
2422,CHENNAI,TAMIL NADU,600020.0,IN
2423,THIRUVANANTHAPURAM,KERALA,695012.0,IN
2424,KOVILPATTI,TAMIL NADU,628501.0,IN
2425,KOLKATA,WEST BENGAL,700031.0,IN
2426,MANGALURU,KARNATAKA,575019.0,IN
2427,DHEMAJI,ASSAM,787057.0,IN
2428,Town Mapusa,GOA,403507.0,IN
2429,Banglore,KARNATAKA,560072.0,IN
2430,Ramnagar,UTTARAKHAND,244715.0,IN
2431,LAHARPUR,UTTAR PRADESH,261135.0,IN
2432,JAIPUR,RAJASTHAN,302034.0,IN
2433,SITAMARHI,BIHAR,843328.0,IN
2434,VISAKHAPATNAM,ANDHRA PRADESH,530046.0,IN
2435,cortalim,GOA,403710.0,IN
2436,Porvorim,GOA,403501.0,IN
2437,Bengaluru,KARNATAKA,560087.0,IN
2438,Thrissur,KERALA,680588.0,IN
2439,Thane,MAHARASHTRA,400615.0,IN
2440,Ettaiyapuram,TAMIL NADU,628902.0,IN
2441,Kolkata,WEST BENGAL,700009.0,IN
2442,Pune,MAHARASHTRA,412308.0,IN
2443,KADAPA,ANDHRA PRADESH,516003.0,IN
2444,VISAKHAPATNAM,ANDHRA PRADESH,530049.0,IN
2445,Motebennur,KARNATAKA,581106.0,IN
2446,VIJAYAWADA,ANDHRA PRADESH,521137.0,IN
2447,NORTH GUWAHATI,ASSAM,781030.0,IN
2448,BOKARO STEEL CITY,JHARKHAND,827009.0,IN
2449,Chennai,TAMIL NADU,603103.0,IN
2450,Vakadu(m),ANDHRA PRADESH,524415.0,IN
2451,IMPHAL,MANIPUR,795002.0,IN
2452,FARIDABAD,HARYANA,121012.0,IN
2453,Gautam Buddh Nagar,UTTAR PRADESH,201306.0,IN
2454,NEEM KA THANA,RAJASTHAN,332713.0,IN
2455,NASHIK,MAHARASHTRA,422008.0,IN
2456,DAVANAGERE,KARNATAKA,577001.0,IN
2457,PUZHATHI,KERALA,670005.0,IN
2458,PATHANAMTHITTA,KERALA,689613.0,IN
2459,ABU ROAD,RAJASTHAN,307026.0,IN
2460,NORTH GOA,GOA,403001.0,IN
2461,AYODHYA,UTTAR PRADESH,224123.0,IN
2462,GONDA,UTTAR PRADESH,271303.0,IN
2463,PUDUKKOTTAI,TAMIL NADU,622003.0,IN
2464,chennai,TAMIL NADU,600130.0,IN
2465,KUNNATHUR,TAMIL NADU,638103.0,IN
2466,DEHRADUN,UTTARAKHAND,248007.0,IN
